0.0,2900.0,2652.0,2819.0,5403.0,5151.0,5715.0,5797.0,5645.0,2046.0,2329.0,2535.0,6668.0,6446.0,71.0,185.0,289.0,274.0,566.0,584.0,6004.0,4647.0,2289.0,2178.0,2621.0,2337.0,5480.0,8962.0,8356.0,5253.0,5170.0,4862.0,5395.0,5667.0,6776.0,7359.0,7177.0,6802.0,7269.0,7220.0,9142.0,9030.0,5179.0,5581.0,5249.0,51.0,114.0,124.0,204.0,213.0
2899.0,0.0,472.0,175.0,7245.0,7803.0,7124.0,7206.0,8297.0,4698.0,4981.0,5187.0,4488.0,4266.0,2873.0,2759.0,3120.0,3025.0,3568.0,3679.0,3824.0,7299.0,4941.0,4830.0,5273.0,4989.0,7322.0,11614.0,11008.0,7905.0,7822.0,2682.0,3215.0,3487.0,3996.0,4579.0,4397.0,4022.0,4489.0,4440.0,11794.0,11682.0,7831.0,6946.0,7215.0,2949.0,3013.0,3023.0,3095.0,3154.0
2652.0,472.0,0.0,391.0,7808.0,7556.0,7476.0,7558.0,8050.0,4451.0,4734.0,4940.0,4016.0,3794.0,2626.0,2512.0,2873.0,2778.0,3321.0,3432.0,3352.0,7052.0,4694.0,4583.0,5026.0,4742.0,7885.0,11367.0,10761.0,7658.0,7575.0,2403.0,2936.0,3208.0,4348.0,4931.0,4749.0,4374.0,4841.0,4792.0,11547.0,11435.0,7584.0,7298.0,7654.0,2702.0,2766.0,2776.0,2848.0,2907.0
2818.0,175.0,391.0,0.0,7466.0,7722.0,7345.0,7427.0,8216.0,4617.0,4900.0,5106.0,4407.0,4185.0,2792.0,2678.0,3039.0,2944.0,3487.0,3598.0,3743.0,7218.0,4860.0,4749.0,5192.0,4908.0,7543.0,11533.0,10927.0,7824.0,7741.0,2601.0,3134.0,3406.0,4217.0,4800.0,4618.0,4243.0,4710.0,4661.0,11713.0,11601.0,7750.0,7167.0,7436.0,2868.0,2932.0,2942.0,3014.0,3073.0
5263.0,7232.0,7809.0,7329.0,0.0,247.0,675.0,757.0,1000.0,3580.0,3778.0,4069.0,11825.0,11603.0,5489.0,5375.0,5225.0,5130.0,5019.0,5130.0,11161.0,4167.0,3738.0,3627.0,4155.0,3786.0,77.0,7182.0,6576.0,6786.0,6703.0,10019.0,10552.0,10824.0,2877.0,2667.0,2861.0,3210.0,2952.0,2903.0,7362.0,7250.0,534.0,496.0,216.0,5313.0,5377.0,5279.0,5200.0,5259.0
5011.0,7233.0,7557.0,7724.0,247.0,0.0,564.0,646.0,748.0,3328.0,3526.0,3817.0,11573.0,11351.0,5237.0,5123.0,4973.0,4878.0,4767.0,4878.0,10909.0,3915.0,3486.0,3375.0,3903.0,3534.0,324.0,6930.0,6324.0,6534.0,6451.0,9767.0,10300.0,10572.0,2878.0,2668.0,2862.0,3211.0,2953.0,2904.0,7110.0,6998.0,282.0,430.0,93.0,5061.0,5125.0,5027.0,4948.0,5007.0
5575.0,7243.0,7595.0,7340.0,675.0,564.0,0.0,82.0,1057.0,3892.0,5688.0,6003.0,11611.0,11389.0,5801.0,5687.0,5537.0,5442.0,5331.0,5442.0,10947.0,4035.0,5648.0,3939.0,6089.0,5696.0,752.0,7050.0,6444.0,7098.0,7015.0,9805.0,10338.0,10610.0,2888.0,2678.0,2872.0,3221.0,2963.0,2914.0,7230.0,7118.0,846.0,178.0,645.0,5625.0,5689.0,5591.0,5512.0,5571.0
5657.0,7325.0,7677.0,7422.0,757.0,646.0,82.0,0.0,1139.0,3974.0,5770.0,6085.0,11693.0,11471.0,5883.0,5769.0,5619.0,5524.0,5413.0,5524.0,11029.0,4117.0,5730.0,4021.0,6171.0,5778.0,834.0,7132.0,6526.0,7180.0,7097.0,9887.0,10420.0,10692.0,2970.0,2760.0,2954.0,3303.0,3045.0,2996.0,7312.0,7200.0,928.0,260.0,727.0,5707.0,5771.0,5673.0,5594.0,5653.0
5505.0,8299.0,8051.0,8218.0,1000.0,804.0,1057.0,1139.0,0.0,3822.0,5757.0,6072.0,12067.0,11845.0,5731.0,5617.0,5467.0,5372.0,5261.0,5372.0,11403.0,4104.0,5717.0,3869.0,6158.0,5765.0,1077.0,7119.0,6513.0,7028.0,6945.0,10261.0,10794.0,11066.0,3551.0,3341.0,3535.0,3884.0,3626.0,3577.0,7299.0,7187.0,717.0,923.0,846.0,5555.0,5619.0,5521.0,5442.0,5501.0
1905.0,4699.0,4451.0,4618.0,3579.0,3327.0,3891.0,3973.0,3821.0,0.0,384.0,489.0,8467.0,8245.0,2131.0,2017.0,1867.0,1772.0,1661.0,1772.0,7803.0,2837.0,424.0,355.0,575.0,376.0,3656.0,7153.0,6547.0,3360.0,3277.0,6661.0,7194.0,7466.0,6210.0,6000.0,6194.0,6543.0,6285.0,6236.0,7333.0,7221.0,3355.0,3757.0,3425.0,1955.0,2019.0,1921.0,1842.0,1901.0
